movie_id,title,genres,movieId
159,Congo (1995),Action|Adventure|Mystery|Sci-Fi,160
160,Crimson Tide (1995),Drama|Thriller|War,161
161,Crumb (1994),Documentary,162
162,Desperado (1995),Action|Romance|Western,163
163,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,164
164,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,165
165,"Doom Generation, The (1995)",Comedy|Crime|Drama,166
166,Feast of July (1995),Drama,167
167,First Knight (1995),Action|Drama|Romance,168
168,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,169
169,Hackers (1995),Action|Adventure|Crime|Thriller,170
170,Jeffrey (1995),Comedy|Drama,171
171,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,172
172,Judge Dredd (1995),Action|Crime|Sci-Fi,173
173,Jury Duty (1995),Comedy,174
174,Kids (1995),Drama,175
175,Living in Oblivion (1995),Comedy,176
176,Lord of Illusions (1995),Horror,177
177,Love & Human Remains (1993),Comedy|Drama,178
178,Mad Love (1995),Drama|Romance,179
179,Mallrats (1995),Comedy|Romance,180
180,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,181
181,Moonlight and Valentino (1995),Drama|Romance,182
182,Mute Witness (1994),Comedy|Horror|Thriller,183
183,Nadja (1994),Drama,184
184,"Net, The (1995)",Action|Crime|Thriller,185
185,Nine Months (1995),Comedy|Romance,186
186,Party Girl (1995),Comedy,187
187,"Prophecy, The (1995)",Fantasy|Horror|Mystery,188
188,Reckless (1995),Comedy|Fantasy,189
189,Safe (1995),Thriller,190
190,"Scarlet Letter, The (1995)",Drama|Romance,191
191,"Show, The (1995)",Documentary,192
192,Showgirls (1995),Drama,193
193,Smoke (1995),Comedy|Drama,194
194,Something to Talk About (1995),Comedy|Drama|Romance,195
195,Species (1995),Horror|Sci-Fi,196
196,"Stars Fell on Henrietta, The (1995)",Drama,197
197,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,198
198,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,199
199,"Tie That Binds, The (1995)",Thriller,200
200,Three Wishes (1995),Drama|Fantasy,201
201,Total Eclipse (1995),Drama|Romance,202
202,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,203
203,Under Siege 2: Dark Territory (1995),Action,204
204,Unstrung Heroes (1995),Comedy|Drama,205
205,Unzipped (1995),Documentary,206
206,"Walk in the Clouds, A (1995)",Drama|Romance,207
207,Waterworld (1995),Action|Adventure|Sci-Fi,208
208,White Man's Burden (1995),Drama,209
209,Wild Bill (1995),Western,210
210,"Browning Version, The (1994)",Drama,211
211,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,212
212,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,213
213,Before the Rain (Pred dozhdot) (1994),Drama|War,214
214,Before Sunrise (1995),Drama|Romance,215
215,Billy Madison (1995),Comedy,216
216,"Babysitter, The (1995)",Drama|Thriller,217
217,Boys on the Side (1995),Comedy|Drama,218
218,"Cure, The (1995)",Drama,219
219,Castle Freak (1995),Horror,220
220,Circle of Friends (1995),Drama|Romance,222
221,Clerks (1994),Comedy,223
222,Don Juan DeMarco (1995),Comedy|Drama|Romance,224
223,Disclosure (1994),Drama|Thriller,225
224,Dream Man (1995),Thriller,226
225,Drop Zone (1994),Action|Thriller,227
226,Destiny Turns on the Radio (1995),Comedy,228
227,Death and the Maiden (1994),Drama|Thriller,229
228,Dolores Claiborne (1995),Drama|Thriller,230
229,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,231
230,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,232
231,Exotica (1994),Drama,233
232,Exit to Eden (1994),Comedy,234
233,Ed Wood (1994),Comedy|Drama,235
234,French Kiss (1995),Action|Comedy|Romance,236
235,Forget Paris (1995),Comedy|Romance,237
236,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,238
237,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,239
238,Hideaway (1995),Thriller,240
239,Fluke (1995),Children|Drama,241
240,Farinelli: il castrato (1994),Drama|Musical,242
241,Gordy (1995),Children|Comedy|Fantasy,243
242,Gumby: The Movie (1995),Animation|Children,244
243,"Glass Shield, The (1994)",Crime|Drama,245
244,Hoop Dreams (1994),Documentary,246
245,Heavenly Creatures (1994),Crime|Drama,247
246,Houseguest (1994),Comedy,248
247,Immortal Beloved (1994),Drama|Romance,249
248,Heavyweights (Heavy Weights) (1995),Children|Comedy,250
249,"Hunted, The (1995)",Action,251
250,I.Q. (1994),Comedy|Romance,252
251,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,253
252,Jefferson in Paris (1995),Drama,254
253,"Jerky Boys, The (1995)",Comedy,255
254,Junior (1994),Comedy|Sci-Fi,256
255,Just Cause (1995),Mystery|Thriller,257
256,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,258
257,Kiss of Death (1995),Crime|Drama|Thriller,259
258,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,260
259,Little Women (1994),Drama,261
260,"Little Princess, A (1995)",Children|Drama,262
261,Ladybird Ladybird (1994),Drama,263
262,"Enfer, L' (1994)",Drama,264
263,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,265
264,Legends of the Fall (1994),Drama|Romance|War|Western,266
265,Major Payne (1995),Comedy,267
266,Little Odessa (1994),Crime|Drama,268
267,My Crazy Life (Mi vida loca) (1993),Drama,269
268,Love Affair (1994),Drama|Romance,270
269,Losing Isaiah (1995),Drama,271
270,"Madness of King George, The (1994)",Comedy|Drama,272
271,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,273
272,Man of the House (1995),Comedy,274
273,Mixed Nuts (1994),Comedy,275
274,Milk Money (1994),Comedy|Romance,276
275,Miracle on 34th Street (1994),Drama,277
276,Miami Rhapsody (1995),Comedy,278
277,My Family (1995),Drama,279
278,Murder in the First (1995),Drama|Thriller,280
279,Nobody's Fool (1994),Comedy|Drama|Romance,281
280,Nell (1994),Drama,282
281,New Jersey Drive (1995),Crime|Drama,283
282,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,284
283,Beyond Bedlam (1993),Drama|Horror,285
284,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,286
285,Nina Takes a Lover (1994),Comedy|Romance,287
286,Natural Born Killers (1994),Action|Crime|Thriller,288
287,Only You (1994),Comedy|Romance,289
288,Once Were Warriors (1994),Crime|Drama,290
289,Poison Ivy II (1996),Drama|Thriller,291
290,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,292
291,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,293
292,"Perez Family, The (1995)",Comedy|Romance,294
293,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,295
294,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,296
295,Panther (1995),Drama,297
296,Pushing Hands (Tui shou) (1992),Drama,298
297,Priest (1994),Drama,299
298,Quiz Show (1994),Drama,300
299,Picture Bride (Bijo photo) (1994),Drama|Romance,301
300,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,302
301,"Quick and the Dead, The (1995)",Action|Thriller|Western,303
302,Roommates (1995),Comedy|Drama,304
303,Ready to Wear (Pret-A-Porter) (1994),Comedy,305
304,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,306
305,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,307
306,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,308
307,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,309
308,Rent-a-Kid (1995),Comedy,310
309,Relative Fear (1994),Horror|Thriller,311
310,Stuart Saves His Family (1995),Comedy,312
311,"Swan Princess, The (1994)",Animation|Children,313
312,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,314
313,"Specialist, The (1994)",Action|Drama|Thriller,315
314,Stargate (1994),Action|Adventure|Sci-Fi,316
315,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,317
316,"Shawshank Redemption, The (1994)",Crime|Drama,318
317,Shallow Grave (1994),Comedy|Drama|Thriller,319
318,Suture (1993),Film-Noir|Thriller,320
319,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,321
320,Swimming with Sharks (1995),Comedy|Drama,322
321,"Sum of Us, The (1994)",Comedy|Drama,324
322,National Lampoon's Senior Trip (1995),Comedy,325
323,To Live (Huozhe) (1994),Drama,326
324,Tank Girl (1995),Action|Comedy|Sci-Fi,327
325,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,328
326,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,329
327,Tales from the Hood (1995),Action|Crime|Horror,330
328,Tom & Viv (1994),Drama,331
329,Village of the Damned (1995),Horror|Sci-Fi,332
330,Tommy Boy (1995),Comedy,333
331,Vanya on 42nd Street (1994),Drama,334
332,Underneath (1995),Mystery|Thriller,335
333,"Walking Dead, The (1995)",Drama|War,336
334,What's Eating Gilbert Grape (1993),Drama,337
335,Virtuosity (1995),Action|Sci-Fi|Thriller,338
336,While You Were Sleeping (1995),Comedy|Romance,339
337,"War, The (1994)",Adventure|Drama|War,340
338,Double Happiness (1994),Drama,341
339,Muriel's Wedding (1994),Comedy,342
340,"Baby-Sitters Club, The (1995)",Children,343
341,Ace Ventura: Pet Detective (1994),Comedy,344
342,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,345
343,Backbeat (1993),Drama|Musical,346
344,Bitter Moon (1992),Drama|Film-Noir|Romance,347
345,Bullets Over Broadway (1994),Comedy,348
346,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,349
347,"Client, The (1994)",Drama|Mystery|Thriller,350
348,"Corrina, Corrina (1994)",Comedy|Drama|Romance,351
349,Crooklyn (1994),Comedy|Drama,352
350,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,353
351,Cobb (1994),Drama,354
352,"Flintstones, The (1994)",Children|Comedy|Fantasy,355
353,Forrest Gump (1994),Comedy|Drama|Romance|War,356
354,Four Weddings and a Funeral (1994),Comedy|Romance,357
355,Higher Learning (1995),Drama,358
356,I Like It Like That (1994),Comedy|Drama|Romance,359
357,I Love Trouble (1994),Action|Comedy,360
358,It Could Happen to You (1994),Comedy|Drama|Romance,361
359,"Jungle Book, The (1994)",Adventure|Children|Romance,362
360,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,363
361,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,364
362,Little Buddha (1993),Drama,365
363,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,366
364,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,367
365,Maverick (1994),Adventure|Comedy|Western,368
366,Mrs. Parker and the Vicious Circle (1994),Drama,369
367,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,370
368,"Paper, The (1994)",Comedy|Drama,371
369,Reality Bites (1994),Comedy|Drama|Romance,372
370,Red Rock West (1992),Thriller,373
371,Richie Rich (1994),Children|Comedy,374
372,Safe Passage (1994),Drama,375
373,"River Wild, The (1994)",Action|Thriller,376
374,Speed (1994),Action|Romance|Thriller,377
375,Speechless (1994),Comedy|Romance,378
376,Timecop (1994),Action|Sci-Fi|Thriller,379
377,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,380
378,When a Man Loves a Woman (1994),Drama|Romance,381
379,Wolf (1994),Drama|Horror|Romance|Thriller,382
380,Wyatt Earp (1994),Western,383
381,Bad Company (1995),Action|Crime|Drama,384
382,"Man of No Importance, A (1994)",Drama,385
383,S.F.W. (1994),Drama,386
384,"Low Down Dirty Shame, A (1994)",Action|Comedy,387
385,Boys Life (1995),Drama,388
386,"Colonel Chabert, Le (1994)",Drama|Romance|War,389
387,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,390
388,Jason's Lyric (1994),Crime|Drama,391
389,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,392
390,Street Fighter (1994),Action|Adventure|Fantasy,393
391,Coldblooded (1995),Comedy,394
392,Desert Winds (1995),Drama|Fantasy|Romance,395
393,Fall Time (1995),Drama,396
394,"Fear, The (1995)",Horror,397
395,Frank and Ollie (1995),Documentary,398
396,Girl in the Cadillac (1995),Drama,399
397,Homage (1995),Drama,400
398,Mirage (1995),Action|Thriller,401
399,Open Season (1996),Comedy,402
400,Two Crimes (Dos crímenes) (1995),Comedy|Crime|Drama,403
401,Brother Minister: The Assassination of Malcolm X (1994),Documentary,404
402,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,405
403,Federal Hill (1994),Drama,406
404,In the Mouth of Madness (1995),Horror|Thriller,407
405,8 Seconds (1994),Drama,408
406,Above the Rim (1994),Crime|Drama,409
407,Addams Family Values (1993),Children|Comedy|Fantasy,410
408,Martin Lawrence: You So Crazy (1994),Comedy|Documentary,411
409,"Age of Innocence, The (1993)",Drama,412
410,Airheads (1994),Comedy,413
411,"Air Up There, The (1994)",Comedy,414
412,Another Stakeout (1993),Comedy|Thriller,415
413,Bad Girls (1994),Western,416
414,Barcelona (1994),Comedy|Romance,417
415,Being Human (1993),Drama,418
416,"Beverly Hillbillies, The (1993)",Comedy,419
417,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,420
418,Black Beauty (1994),Adventure|Children|Drama,421
419,Blink (1994),Thriller,422
420,Blown Away (1994),Action|Thriller,423
421,Blue Chips (1994),Drama,424
422,Blue Sky (1994),Drama|Romance,425
423,Body Snatchers (1993),Horror|Sci-Fi|Thriller,426
424,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,427
425,"Bronx Tale, A (1993)",Drama,428
426,Cabin Boy (1994),Comedy,429
427,Calendar Girl (1993),Comedy|Drama,430
428,Carlito's Way (1993),Crime|Drama,431
429,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,432
430,Clean Slate (1994),Comedy,433
431,Cliffhanger (1993),Action|Adventure|Thriller,434
432,Coneheads (1993),Comedy|Sci-Fi,435
433,Color of Night (1994),Drama|Thriller,436
434,Cops and Robbersons (1994),Comedy,437
435,"Cowboy Way, The (1994)",Action|Comedy|Drama,438
436,Dangerous Game (1993),Drama,439
437,Dave (1993),Comedy|Romance,440
438,Dazed and Confused (1993),Comedy,441
439,Demolition Man (1993),Action|Adventure|Sci-Fi,442
440,"Endless Summer 2, The (1994)",Adventure|Documentary,443
441,Even Cowgirls Get the Blues (1993),Comedy|Romance,444
442,Fatal Instinct (1993),Comedy,445
443,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,446
444,"Favor, The (1994)",Comedy|Romance,447
445,Fearless (1993),Drama,448
446,Fear of a Black Hat (1994),Comedy,449
447,With Honors (1994),Comedy|Drama,450
448,Flesh and Bone (1993),Drama|Mystery|Romance,451
449,Widows' Peak (1994),Drama,452
450,For Love or Money (1993),Comedy|Romance,453
451,"Firm, The (1993)",Drama|Thriller,454
452,Free Willy (1993),Adventure|Children|Drama,455
453,Fresh (1994),Crime|Drama|Thriller,456
454,"Fugitive, The (1993)",Thriller,457
455,Geronimo: An American Legend (1993),Drama|Western,458
456,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,459
457,Getting Even with Dad (1994),Comedy,460
458,Go Fish (1994),Drama|Romance,461
459,"Good Man in Africa, A (1994)",Action|Adventure,462
460,Guilty as Sin (1993),Crime|Drama|Thriller,463
461,Hard Target (1993),Action|Adventure|Crime|Thriller,464
462,Heaven & Earth (1993),Action|Drama|War,465
463,Hot Shots! Part Deux (1993),Action|Comedy|War,466
464,Live Nude Girls (1995),Comedy,467
465,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,468
466,"House of the Spirits, The (1993)",Drama|Romance,469
467,House Party 3 (1994),Comedy,470
468,"Hudsucker Proxy, The (1994)",Comedy,471
469,I'll Do Anything (1994),Comedy|Drama,472
470,In the Army Now (1994),Comedy|War,473
471,In the Line of Fire (1993),Action|Thriller,474
472,In the Name of the Father (1993),Drama,475
473,"Inkwell, The (1994)",Comedy|Drama,476
474,What's Love Got to Do with It? (1993),Drama|Musical,477
475,Jimmy Hollywood (1994),Comedy|Crime|Drama,478
476,Judgment Night (1993),Action|Crime|Thriller,479
477,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,480
478,Kalifornia (1993),Drama|Thriller,481
479,Killing Zoe (1994),Crime|Drama|Thriller,482
480,King of the Hill (1993),Drama,483
481,Lassie (1994),Adventure|Children,484
482,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,485
483,Life with Mikey (1993),Comedy,486
484,Lightning Jack (1994),Comedy|Western,487
485,M. Butterfly (1993),Drama|Romance,488
486,Made in America (1993),Comedy,489
487,Malice (1993),Thriller,490
488,"Man Without a Face, The (1993)",Drama,491
489,Manhattan Murder Mystery (1993),Comedy|Mystery,492
490,Menace II Society (1993),Action|Crime|Drama,493
491,Executive Decision (1996),Action|Adventure|Thriller,494
492,In the Realm of the Senses (Ai no corrida) (1976),Drama,495
493,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,496
494,Much Ado About Nothing (1993),Comedy|Romance,497
495,Mr. Jones (1993),Drama|Romance,498
496,Mr. Wonderful (1993),Comedy|Romance,499
497,Mrs. Doubtfire (1993),Comedy|Drama,500
498,Naked (1993),Drama,501
499,"Next Karate Kid, The (1994)",Action|Children|Romance,502
500,"New Age, The (1994)",Drama,503
501,No Escape (1994),Action|Drama|Sci-Fi,504
502,North (1994),Comedy,505
503,Orlando (1992),Drama|Fantasy|Romance,506
504,"Perfect World, A (1993)",Crime|Drama|Thriller,507
505,Philadelphia (1993),Drama,508
506,"Piano, The (1993)",Drama|Romance,509
507,Poetic Justice (1993),Drama,510
508,"Program, The (1993)",Action|Drama,511
509,"Puppet Masters, The (1994)",Horror|Sci-Fi,512
510,Radioland Murders (1994),Comedy|Mystery|Romance,513
511,"Ref, The (1994)",Comedy,514
512,"Remains of the Day, The (1993)",Drama|Romance,515
513,Renaissance Man (1994),Comedy|Drama,516
514,Rising Sun (1993),Action|Drama|Mystery,517
515,"Road to Wellville, The (1994)",Comedy,518
516,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,519
517,Robin Hood: Men in Tights (1993),Comedy,520
518,Romeo Is Bleeding (1993),Crime|Thriller,521
519,Romper Stomper (1992),Action|Drama,522
520,Ruby in Paradise (1993),Drama,523
521,Rudy (1993),Drama,524
522,"Saint of Fort Washington, The (1993)",Drama,525
523,"Savage Nights (Nuits fauves, Les) (1992)",Drama,526
524,Schindler's List (1993),Drama|War,527
525,"Scout, The (1994)",Comedy|Drama,528
526,Searching for Bobby Fischer (1993),Drama,529
527,Second Best (1994),Drama,530
528,"Secret Garden, The (1993)",Children|Drama,531
529,Serial Mom (1994),Comedy|Crime|Horror,532
530,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,533
531,Shadowlands (1993),Drama|Romance,534
532,Short Cuts (1993),Drama,535
533,"Simple Twist of Fate, A (1994)",Drama,536
534,Sirens (1994),Drama,537
535,Six Degrees of Separation (1993),Drama,538
536,Sleepless in Seattle (1993),Comedy|Drama|Romance,539
