user_id,movie_id,rating
1906,26534,4.0
837,10997,4.0
2859,22018,4.5
948,22286,4.0
1112,17065,1.5
989,26989,3.5
1895,19389,3.0
2803,19977,3.0
1388,10657,4.0
1632,2531,4.5
1322,21972,4.0
195,22658,3.5
243,13230,3.5
331,5545,4.5
786,14490,4.0
1838,5704,4.0
1346,11807,4.5
1628,12189,3.5
2540,19882,4.0
369,7758,4.0
2955,13003,3.0
2574,18990,4.0
2620,16708,4.0
1599,1694,4.5
2979,20861,4.0
1494,27207,3.0
1719,21846,3.0
1796,25757,4.5
2336,18843,4.0
1043,16493,3.5
2548,9019,4.5
2587,3630,1.5
2907,19069,4.5
994,20491,4.5
1126,17889,3.5
777,5490,4.0
1735,22739,0.5
1018,17936,3.5
2497,25228,4.0
2748,11210,5.0
2380,4954,4.0
1947,12464,4.5
665,17047,5.0
1312,15339,3.0
2990,22614,4.0
844,19393,2.0
556,4258,3.0
2408,2654,4.0
2760,17591,4.0
2378,7978,3.0
1773,13803,5.0
636,26861,4.0
347,25514,4.0
2516,15530,2.5
923,9474,4.0
2867,23929,4.0
2020,7412,4.5
2587,2550,4.0
202,15565,4.5
1068,9643,3.5
521,24998,3.0
606,10094,4.0
2603,4260,5.0
949,24780,4.0
2817,4522,4.0
1782,19511,3.5
2511,3734,3.0
2732,12600,4.0
722,19541,3.5
2496,1644,4.0
2518,5218,4.5
2454,25226,3.0
640,5768,4.0
2256,15590,4.5
168,25031,4.5
1495,1831,3.0
809,3485,4.0
2385,23789,2.5
1540,20087,4.0
836,20399,3.5
2110,24399,3.5
889,3183,4.5
580,1281,3.5
2731,9623,4.0
260,8310,5.0
465,325,2.5
1958,4715,5.0
1361,11651,5.0
95,22959,4.5
41,18244,5.0
557,17467,3.5
1664,16634,3.5
210,24031,3.0
979,23763,3.5
2181,9853,4.0
1603,8672,4.5
2226,12079,5.0
976,25406,3.0
2479,22099,4.0
310,6398,4.5
206,10355,4.0
2674,24219,4.5
403,8406,3.0
2846,8797,4.0
853,19719,2.5
107,198,3.5
892,3714,3.5
2367,12970,4.0
661,12032,4.0
1870,6665,3.5
868,8647,3.5
1592,7140,4.0
2711,20778,4.0
1104,16216,3.0
2153,3774,4.0
1446,22984,3.5
59,15740,4.0
2342,13835,3.5
1051,25539,4.5
232,1311,2.5
795,27035,4.5
2241,22949,3.5
597,22396,4.5
933,26330,4.0
686,3468,4.0
1333,14113,4.0
1125,5745,4.5
2609,21599,3.0
1114,20545,4.0
1290,7037,4.0
90,18322,3.5
298,13969,3.5
1417,7788,3.5
657,7864,3.5
1091,10524,4.5
1336,14618,5.0
617,439,4.0
518,7126,3.5
1648,9334,3.5
1290,19001,4.5
970,25539,2.0
970,15425,5.0
1631,5286,3.0
796,4481,3.5
2664,17471,4.5
1322,9877,4.0
2275,11907,5.0
248,426,4.5
254,17679,4.0
2781,14202,5.0
1701,3640,3.0
1984,19718,4.0
2216,9847,4.0
2431,242,3.5
1440,511,3.0
1507,10223,3.0
1956,23795,3.5
2468,6590,4.0
2454,18758,4.5
1485,18359,5.0
936,179,3.5
2203,11707,4.5
519,16813,4.5
863,25277,3.5
23,9584,4.5
2561,23455,3.0
187,1181,3.5
898,19819,4.0
308,8615,4.5
1493,22848,3.5
2783,1923,3.5
2286,1027,4.0
479,12661,3.5
2237,12381,3.5
2978,19980,4.0
574,6082,2.5
722,4010,4.0
2993,3548,4.5
112,8013,4.0
129,23605,3.5
1426,14238,4.0
2113,8732,3.5
1014,5393,5.0
226,22479,0.5
107,23346,4.0
315,16982,4.0
2890,9714,5.0
2999,14700,4.0
1253,13764,3.5
1230,5537,5.0
1109,25782,3.5
891,18358,3.0
741,23528,4.0
1092,558,3.0
1851,1565,4.5
1670,12699,3.5
1860,3993,3.5
559,12034,5.0
67,1130,3.5
2212,17053,4.0
2462,15775,2.5
2537,25819,3.0
2974,1766,4.5
1339,14195,3.5
854,25713,3.5
2726,15151,4.0
2980,8394,3.5
2090,1060,4.0
2670,24463,3.5
333,11538,4.5
1050,8491,5.0
1030,25597,3.0
1598,26303,5.0
2748,3386,0.5
1198,11898,3.5
1379,10016,1.5
1467,17466,3.5
2844,2532,3.0
2661,14468,3.0
2357,18370,3.0
2217,15874,3.0
819,27212,4.5
924,2740,5.0
1018,26843,2.5
664,14728,3.5
544,5587,3.5
1271,6886,4.0
2678,18096,4.5
1180,18010,3.5
944,19428,1.5
1186,3104,4.0
23,8814,3.0
1911,5283,3.5
1554,17965,2.5
2562,11266,4.0
1592,22693,3.5
1562,9037,4.0
2872,16909,4.0
147,18124,3.5
120,12878,4.5
2177,8275,4.0
1095,14454,4.0
2061,628,2.0
376,11320,3.5
192,12630,4.0
2137,15458,4.5
2238,23220,4.0
1482,16498,4.0
1395,17833,3.5
309,21608,4.0
552,24943,4.0
1187,16553,2.5
1355,24563,3.5
1201,25663,3.5
1431,23116,3.5
1631,18385,4.5
2491,6513,4.5
1822,22892,3.5
1761,11162,4.0
2567,9200,4.0
442,19847,3.5
491,26128,4.5
767,26726,2.0
2318,5885,4.0
2041,24836,4.0
2089,4229,4.0
2484,24270,4.0
748,8475,3.0
1412,25975,3.0
1637,3500,4.5
1428,11215,3.5
1969,20545,2.5
98,18866,4.0
784,22433,3.0
1742,5861,2.5
2350,22265,3.5
664,12654,4.0
816,7611,4.0
1182,19348,4.0
2994,13189,4.0
1318,26712,4.0
847,7878,2.5
1960,26315,4.5
2406,23933,3.5
2695,4086,4.0
1663,10490,3.0
517,21267,4.0
605,2440,4.0
2728,10161,4.0
1437,23662,4.5
2444,7105,4.5
2271,15592,3.5
510,26489,4.0
2805,17644,3.0
1039,19751,4.5
200,9365,4.0
273,13404,3.5
2047,26597,4.0
1058,13709,3.0
166,18716,3.5
360,24978,4.5
2783,18387,4.0
1980,20790,3.0
2177,22419,2.5
2935,12613,4.0
1737,7372,2.5
757,25622,4.5
1107,26914,3.5
2781,14316,4.0
2539,3775,4.0
1109,17494,1.0
1260,15301,3.5
2032,25002,4.5
2014,1908,4.0
2742,1916,3.0
239,8933,4.5
1731,5272,0.5
2378,17050,4.5
1182,3530,4.5
527,17720,3.0
1244,8053,4.0
37,7665,5.0
2872,16239,2.5
2869,12577,4.0
1065,4019,4.0
1565,9645,4.0
2210,3780,4.0
1364,20481,4.0
1818,2142,4.0
2330,7865,3.5
2065,13613,5.0
2421,21152,5.0
2250,3566,2.0
2195,25582,4.0
1752,5665,4.5
199,17721,4.0
2466,23847,4.0
567,11178,4.0
873,4429,4.5
1658,1049,4.0
2840,9039,3.5
923,11164,4.5
1145,8718,4.5
2330,5384,4.5
2857,9390,4.5
1467,5553,4.0
72,3612,3.5
2303,6345,4.0
175,1450,4.0
2305,26409,4.0
2732,19969,3.5
948,26242,4.0
1297,6285,4.5
2925,23885,3.5
2737,11135,4.5
1411,22777,4.5
1908,1548,3.5
544,4448,3.0
2789,25568,4.0
1519,19292,3.0
1106,17272,3.5
1480,20361,3.5
682,15048,4.0
244,6494,5.0
1669,6351,3.0
453,4727,4.0
2142,14633,5.0
57,23859,4.5
2512,22456,3.5
40,4440,3.5
1671,7313,4.0
2701,21237,3.5
2016,24508,3.5
1374,21398,3.0
1890,26491,3.0
669,5129,4.5
2769,2118,3.5
2259,10377,4.5
2827,26812,3.5
2860,4827,3.5
361,5876,5.0
2224,16523,4.0
168,12571,4.0
2327,15690,4.0
1470,16022,4.5
1666,4646,4.0
2603,20410,5.0
168,9059,5.0
265,15314,4.0
190,14918,4.0
1791,20652,3.0
1740,13571,4.0
1137,21113,4.5
2697,692,0.5
2522,23673,1.0
119,21693,3.0
1625,5017,5.0
784,5756,4.5
1891,5277,4.5
1997,24122,4.0
2272,22488,2.0
2151,5457,4.0
1210,4230,3.0
1849,20671,5.0
2250,14574,4.5
2883,4813,4.5
1379,19442,4.0
1251,21808,4.0
1966,22439,5.0
1231,10085,5.0
2547,209,1.0
2852,7954,5.0
1190,19321,4.5
2450,18343,4.0
483,10022,5.0
439,24217,2.0
2511,5914,4.0
1159,21211,4.0
511,20104,3.5
1602,6135,5.0
896,8380,4.5
2934,25500,3.5
721,10642,3.5
1279,26354,4.0
2844,16570,2.5
1518,26915,4.5
336,17321,4.0
282,16807,4.0
562,10943,3.5
2210,15144,3.5
1674,16669,3.5
1444,19645,3.5
294,13478,4.5
1620,8004,4.0
2584,5404,4.0
2842,23013,5.0
1476,14700,2.0
2870,1066,4.0
2134,13589,4.5
2769,184,4.0
2848,8830,3.5
2057,27116,4.0
680,446,4.0
20,860,3.5
2576,9906,3.5
471,18600,0.5
1210,22039,2.0
1664,3802,2.0
1271,9047,2.5
110,6536,3.5
89,2358,4.0
1039,4664,5.0
2238,20573,3.0
930,22406,2.0
2159,20481,3.5
71,19531,3.0
1197,17588,3.5
2552,3080,2.5
2025,1241,3.0
2102,11912,4.0
786,21176,3.5
1184,25009,4.0
243,4374,5.0
1543,26232,3.5
284,4585,3.5
786,25520,4.0
219,13522,4.0
164,1515,4.0
2049,7953,3.0
909,20670,4.0
2774,10398,4.0
2319,24629,3.0
1852,27155,3.0
463,10562,2.0
2149,15496,3.0
2247,22807,5.0
2128,13000,3.5
74,26216,4.0
161,15363,5.0
952,12158,4.0
529,4599,2.0
20,10605,4.0
2602,5214,4.5
997,17164,3.5
2092,74,4.5
2226,17497,4.0
349,21598,3.5
771,3997,3.5
2566,18853,4.0
1626,14513,4.0
2943,1555,4.5
1663,17991,2.5
261,11936,4.0
1549,17851,3.5
942,234,4.0
2903,846,4.0
2040,2206,4.0
294,18945,5.0
1481,3545,4.5
2443,12126,3.5
2364,17786,4.0
1998,21155,4.0
2973,2036,3.5
16,25896,4.0
2492,10351,4.0
11,5995,4.0
1276,2250,4.0
1025,15483,3.5
106,7913,4.0
1028,14551,4.0
570,24819,3.0
2835,9003,2.5
601,23582,2.5
72,16386,4.0
2537,18625,4.0
445,21298,4.0
2228,22040,4.0
2199,18723,2.5
2999,19456,4.5
693,3370,2.0
1090,24897,3.5
2818,4907,4.0
896,14508,4.5
1670,1021,4.5
2837,23302,2.0
1547,12064,2.5
1786,16205,4.0
2626,20132,4.5
1626,18218,4.0
186,3448,4.0
1403,13228,3.0
2943,19170,4.0
401,7409,5.0
2112,14755,3.0
2444,13975,3.5
2904,17808,3.5
1132,24517,2.5
1061,24463,3.5
445,18326,3.0
7,2963,4.0
1260,13295,3.5
724,12247,3.5
940,20803,4.0
2016,26608,3.5
1732,5633,3.0
2047,14913,3.0
786,6867,3.0
1531,24324,3.5
2818,1303,4.5
200,6937,1.5
2725,13449,2.0
87,19231,3.5
1938,4438,3.5
2387,18758,3.0
1212,8932,3.0
699,6169,4.5
1357,13683,1.5
2536,9321,4.5
170,6923,3.0
2843,7036,4.0
1009,24929,3.0
1513,14556,1.5
2879,15597,3.5
122,4503,3.5
1004,8419,3.5
1449,8219,5.0
2113,10537,3.0
2226,24341,4.0
168,18277,3.5
267,3346,3.0
2617,13038,4.5
304,20793,3.5
150,24732,3.5
1585,20171,5.0
2652,25483,3.0
1317,27210,2.5
1938,13428,4.5
1505,24021,4.5
479,577,4.0
37,10586,4.0
498,12319,3.5
556,922,4.5
1075,16933,4.5
904,24803,3.0
1200,7031,4.0
885,7604,3.0
1216,8743,1.5
2029,17101,3.5
1653,4258,4.0
922,13242,3.0
619,4799,4.0
598,22316,4.5
1449,386,3.5
2332,24463,4.0
2375,23907,3.0
1703,23387,5.0
466,23040,3.5
942,26040,4.0
1928,13565,4.5
2656,11675,4.0
2216,14927,4.0
2869,5367,2.5
1714,22460,2.5
1336,18505,4.0
1336,22009,4.5
17,20834,3.5
2497,16176,4.5
2282,15023,4.0
898,808,1.0
1626,15272,4.0
2873,9553,4.0
1065,13061,5.0
1849,27138,4.5
1905,20213,4.0
1885,23129,4.0
86,18916,5.0
2537,14205,4.0
682,20082,3.5
872,13163,4.0
1859,20964,4.0
502,11891,3.5
1961,25574,4.5
2673,26337,5.0
232,24579,4.0
314,14424,4.5
2256,8808,4.5
705,26606,5.0
2629,8970,4.0
2125,6418,3.5
1155,6362,4.0
941,18540,4.0
1730,16062,4.5
1439,6780,4.5
914,6014,3.5
2687,21668,4.5
2464,6337,4.0
1684,18810,4.5
638,10942,3.0
1425,15135,4.5
332,26531,4.5
1103,12540,4.5
1734,6486,4.5
1864,4750,4.5
1170,10096,4.5
2301,19219,4.0
265,22127,4.0
2367,23816,4.5
2093,11365,4.0
14,15608,3.5
1833,6056,2.5
1178,25606,4.5
2963,9027,4.0
2379,2496,5.0
2246,12798,4.0
999,27132,4.0
1374,7998,4.0
480,19823,4.0
1445,22604,5.0
843,1309,4.5
332,26075,5.0
2967,11149,4.0
2104,11949,4.5
1031,1286,4.5
1485,7752,4.5
2024,8683,3.5
2960,13401,4.0
773,6047,4.0
1617,17765,3.5
2137,13976,1.5
112,8388,4.5
2294,17219,5.0
183,23140,4.0
879,17353,4.5
1877,22819,4.0
1746,12167,3.0
836,12978,4.5
2754,18922,3.5
362,10347,4.0
1703,2079,4.0
476,4567,4.0
1650,22965,4.0
2058,13724,3.5
333,1811,4.5
277,13937,5.0
1989,21300,3.5
207,19477,3.0
2636,8402,5.0
2467,12017,4.5
2266,16871,2.5
488,16951,4.5
2966,18545,4.0
576,16910,4.5
1914,9265,4.0
180,5705,5.0
1096,22872,3.5
2046,26372,3.0
743,8707,4.0
368,9379,4.5
712,5459,4.0
926,11927,4.0
1379,25490,4.5
359,26199,4.5
1465,23379,4.0
2821,25589,4.0
1938,11392,4.0
1885,1204,5.0
2394,16523,4.0
1936,8857,5.0
764,2538,5.0
2835,2730,4.0
1030,3567,3.5
1912,4936,4.5
2766,13534,5.0
2407,1401,4.0
782,8130,5.0
820,18567,4.0
2142,13941,4.5
2733,3498,2.5
22,806,5.0
1474,13291,4.5
629,18519,4.0
1220,24174,4.0
1159,13455,4.5
704,25830,5.0
761,4475,3.5
471,317,3.5
498,6904,3.5
2371,23802,4.0
964,9729,2.0
358,4493,3.0
803,23224,4.0
2165,22050,4.5
2251,16474,4.0
1030,19135,4.0
197,17249,5.0
2052,10074,4.0
1989,20551,4.5
1220,7335,4.5
1222,20855,5.0
2104,17209,4.5
1585,1012,4.5
33,15696,5.0
759,1710,3.5
1502,18856,3.5
2029,10855,0.5
1105,8993,3.5
1885,9839,3.0
1706,1667,4.0
2547,8445,5.0
760,22517,2.5
1131,8128,4.5
1439,11799,3.5
1034,23430,5.0
568,2874,2.5
2653,2345,4.0
678,4548,5.0
799,26358,3.5
1823,3878,3.5
1096,23022,3.5
1780,7048,4.0
241,8402,4.5
276,11545,2.5
2031,5491,4.0
2098,15322,2.0
1351,8760,4.5
628,20628,4.5
1226,23074,4.0
1008,24707,2.0
2941,24938,2.5
1514,17175,4.5
1021,7699,3.5
27,10171,4.0
1934,1654,5.0
2707,9104,2.0
182,22439,4.5
2752,6119,1.5
1703,12987,4.5
841,12658,4.0
2612,12008,3.5
2802,16530,5.0
2291,22960,3.5
384,13029,4.5
2572,18913,3.0
270,4750,4.0
1268,19664,4.5
790,3381,5.0
1896,21686,3.5
2366,23850,3.5
1847,21355,4.0
1224,5708,4.5
1121,7338,1.0
452,8775,4.5
529,20966,3.5
2845,13343,4.5
265,19821,3.0
2568,25255,4.5
1895,2807,3.5
1354,1675,3.5
1901,12540,5.0
2268,23414,0.5
161,27269,4.0
2992,21855,4.5
900,26717,2.5
547,6405,2.5
936,14595,3.0
2879,6315,5.0
1583,14240,4.0
2778,1014,1.5
2007,11565,4.5
2166,3137,4.0
1460,6378,4.0
1287,9264,2.0
1160,20637,3.0
1059,10464,4.0
1006,20521,4.0
2119,8250,3.0
395,18376,0.5
1731,3319,3.5
707,22137,4.5
2502,22662,3.5
1464,7277,4.0
1706,16955,3.0
251,26297,3.0
2818,25929,4.5
809,6598,4.0
2411,4825,4.0
1254,23694,3.5
771,21756,4.5
1837,3711,4.0
2467,1971,5.0
775,15573,2.5
1689,8176,2.0
1367,7813,3.0
546,24766,4.0
2901,325,3.0
1457,451,3.5
2364,5490,4.0
211,8430,2.0
1230,21213,3.5
1352,10463,4.0
1515,18482,2.5
258,27185,4.0
1643,6381,4.0
1137,12769,3.0
237,25287,3.5
105,14898,3.5
90,12336,3.5
714,1391,3.5
1034,19057,5.0
575,22406,3.5
2224,21684,3.5
1651,14153,5.0
511,22,4.5
2655,14201,3.0
253,9459,3.0
1539,6641,4.0
1099,12461,4.5
1196,18622,5.0
2708,26324,4.0
2910,11105,4.0
1487,25245,2.5
1320,7435,2.0
2516,760,4.5
1389,13915,3.5
2878,4251,4.0
2382,19922,5.0
1357,10606,3.0
829,16126,2.0
681,10008,3.0
2666,9823,4.0
2029,16155,4.0
1049,18978,3.5
2491,13970,3.5
75,415,3.5
769,20627,4.0
2189,1412,0.5
1953,6953,4.0
645,18245,3.5
983,19204,3.0
471,13634,3.0
1348,81,3.5
1099,622,3.0
1077,8816,4.0
854,25242,4.5
744,24218,3.0
2050,21899,3.5
1651,5555,3.5
2525,22809,2.0
1567,6248,3.5
1227,6035,4.5
1646,6373,2.5
509,16386,3.0
200,5490,4.5
503,1264,3.5
913,16328,4.5
303,2347,4.0
700,13716,4.5
1062,20087,3.5
2080,19031,4.0
2405,24114,3.5
821,25016,4.0
2531,18085,3.0
2262,9407,4.5
1796,17605,4.0
1824,22753,4.5
117,15193,4.5
2437,11346,3.0
67,16693,2.0
874,13628,4.5
2255,22334,5.0
2402,314,4.5
2321,15626,1.0
2765,7407,3.5
1813,26084,3.5
675,12567,5.0
987,23492,4.0
1519,1570,3.0
236,18361,4.0
2412,25403,4.5
1571,24450,5.0
1847,17381,4.0
2418,15735,4.5
1228,11177,4.5
1672,1248,4.5
2492,25592,3.5
2473,8802,3.0
31,26061,4.0
2190,14247,4.0
1710,27181,4.0
197,4454,3.0
339,11257,4.5
2589,17252,4.5
2182,7822,2.0
2149,5254,2.5
1078,18729,4.5
2030,8120,4.0
2125,5692,1.0
784,7269,4.0
1072,14012,5.0
2120,8188,4.5
920,17064,4.0
2104,4584,4.0
476,1065,4.5
1155,16942,3.0
1135,15388,4.5
371,13492,4.5
1685,18717,4.0
593,21769,3.5
1072,10761,3.5
2906,16390,3.0
2042,460,4.0
806,19634,3.0
460,25310,4.0
2752,24338,4.0
1063,19505,4.0
1220,15379,5.0
2628,8953,4.0
2578,19178,4.5
86,13529,2.5
88,2647,3.0
1495,13985,4.0
2689,16247,3.5
2521,21800,3.5
57,19708,5.0
1324,4780,2.5
2956,11447,4.5
52,24002,4.0
731,18034,3.0
1823,15705,3.5
2014,22914,3.5
2071,3790,4.0
1272,22079,4.5
1978,26492,4.0
1349,7584,4.0
710,14374,4.0
220,21027,3.5
2041,20268,2.5
2515,944,4.5
1944,16276,4.5
717,8373,4.0
1891,11365,4.5
1568,9417,2.5
1235,20271,3.5
1184,23591,4.0
235,9392,4.0
1556,3563,4.0
1688,20056,3.5
1377,25308,4.5
202,11424,4.5
512,22849,3.0
626,16844,4.0
1318,4744,5.0
1690,26817,4.5
1817,4324,4.0
507,25092,4.0
1778,22981,4.0
2298,3545,4.0
2436,27095,3.0
2579,22297,4.0
1051,4464,2.5
2893,20429,4.0
2669,6320,5.0
1788,7758,3.0
768,9255,3.0
2025,13658,4.5
1427,18464,3.0
2706,15178,4.0
1217,24696,4.0
451,17884,4.5
2717,20980,3.0
1234,19490,4.0
1072,11186,4.0
955,4134,4.0
1996,19250,3.5
2890,23598,4.5
1656,6188,3.5
1959,14124,3.5
1785,20763,4.0
610,18982,4.0
2177,12737,3.5
2810,24157,4.0
494,6961,4.0
706,4094,4.0
1160,26297,4.5
1181,24975,4.0
1511,16441,4.0
2930,6639,2.5
2834,18021,4.0
